sport,city_tier,num_teams,num_matches,venue_capacity,team_size,tournament_days,has_existing_sponsor,format,sponsorship_tier,estimated_reach,cost_per_person,players_reach,family_reach,venue_reach,wom_reach,social_reach
football,2,12,38,300,11,5,1,league+knockout,silver,5567,2.69,132,252,759,639,356
cricket,2,8,17,250,11,4,0,league+knockout,silver,4361,3.44,88,168,735,286,286
badminton,1,4,3,1750,2,2,0,knockout,silver,4067,3.69,8,10,2481,25,1543
volleyball,1,16,67,750,6,6,0,league+knockout,silver,7276,2.06,96,126,2793,755,1171
football,2,10,26,500,11,5,0,league+knockout,bronze,4316,1.62,110,183,1420,348,414
football,2,16,15,400,11,1,0,knockout,platinum,2590,19.31,176,316,205,303,151
volleyball,2,8,28,650,6,2,0,league,bronze,1055,6.64,48,59,581,176,233
cricket,3,20,190,300,11,4,0,league,gold,10589,2.36,220,527,548,2001,190
football,2,10,26,700,11,4,1,league+knockout,gold,10025,2.49,110,175,1604,416,775
volleyball,2,10,9,600,6,2,1,knockout,silver,1107,13.55,60,72,627,58,223
cricket,1,12,11,500,11,1,0,knockout,gold,2977,8.4,132,249,333,314,295
basketball,1,32,31,1300,5,1,1,knockout,bronze,2187,3.2,160,248,762,442,652
cricket,3,8,17,300,11,3,0,league+knockout,gold,3892,6.42,88,214,446,263,105
kabaddi,1,10,45,1250,7,2,0,league,silver,5239,2.86,70,113,1460,850,741
volleyball,1,32,31,550,6,1,0,knockout,silver,1308,11.47,192,280,293,288,324
football,1,6,5,1950,11,2,0,knockout,bronze,4676,1.5,66,117,2550,141,1282
badminton,2,6,15,350,2,3,0,league,bronze,816,8.58,12,16,455,110,213
kabaddi,2,32,31,500,7,2,1,knockout,silver,2431,6.17,224,332,621,294,338
football,1,8,7,1150,11,2,1,knockout,gold,6909,3.62,88,151,1643,171,1237
basketball,2,12,11,800,5,2,0,knockout,gold,2434,10.27,60,91,952,103,487
basketball,3,8,7,450,5,2,0,knockout,gold,963,25.96,40,65,398,44,123
cricket,3,24,23,450,11,2,0,knockout,gold,3964,6.31,264,599,437,265,197
volleyball,2,16,67,400,6,3,1,league+knockout,gold,3035,8.24,96,140,526,487,223
football,2,16,15,600,11,1,0,knockout,bronze,1551,4.51,176,363,408,196,236
basketball,3,10,26,400,5,4,1,league+knockout,gold,2835,8.82,50,72,708,128,178
volleyball,3,16,67,200,6,5,1,league+knockout,silver,1761,8.52,96,111,397,331,133
cricket,2,24,23,350,11,1,0,knockout,gold,3697,6.76,264,556,221,422,180
basketball,2,24,23,750,5,1,0,knockout,silver,1290,11.63,120,172,413,184,233
football,2,32,263,900,11,5,0,league+knockout,silver,22618,0.66,352,560,2679,4703,1434
football,2,16,15,200,11,2,1,knockout,bronze,1426,4.91,176,308,241,294,113
kabaddi,2,16,15,550,7,2,0,knockout,gold,2043,12.24,112,201,608,122,319
basketball,3,24,23,350,5,1,0,knockout,gold,900,27.78,120,167,126,159,54
cricket,2,8,28,500,11,5,0,league,bronze,5588,1.25,88,211,1533,693,541
basketball,2,16,15,900,5,1,0,knockout,platinum,1877,26.64,80,128,513,125,242
volleyball,1,32,31,1550,6,2,0,knockout,gold,4042,6.19,192,241,1547,303,1121
volleyball,2,12,66,1000,6,5,1,league,gold,6615,3.78,72,91,2185,523,813
cricket,2,8,7,250,11,1,0,knockout,platinum,1917,26.08,88,221,188,136,77
basketball,1,24,276,1850,5,5,1,league,silver,22848,0.66,120,163,5623,4179,3055
volleyball,1,24,23,1350,6,2,1,knockout,bronze,2234,3.13,144,184,1568,244,660
kabaddi,3,8,28,150,7,2,0,league,gold,990,25.25,56,92,111,188,42
kabaddi,2,8,28,650,7,4,0,league,silver,3651,4.11,56,77,1460,247,414
kabaddi,1,8,17,750,7,6,0,league+knockout,silver,8989,1.67,56,90,3031,292,1364
kabaddi,2,12,66,600,7,5,0,league,silver,5795,2.59,84,125,1685,870,813
football,1,8,17,750,11,3,1,league+knockout,gold,9010,2.77,88,148,1409,420,703
badminton,1,24,23,1650,2,2,1,knockout,gold,5585,4.48,48,58,2359,193,1331
badminton,2,14,51,550,2,4,0,league+knockout,silver,3426,4.38,28,42,1241,433,466
basketball,2,10,26,550,5,3,0,league+knockout,silver,3086,4.86,50,86,882,256,457
badminton,1,8,17,1100,2,5,0,league+knockout,bronze,6839,1.02,16,23,3734,161,1949
kabaddi,2,16,15,850,7,2,0,knockout,bronze,1528,4.58,112,180,859,151,396
cricket,3,12,11,100,11,1,0,knockout,bronze,868,8.06,132,248,47,179,37
football,3,12,38,450,11,6,1,league+knockout,silver,6296,2.38,132,262,1188,468,368
volleyball,2,16,67,300,6,5,0,league+knockout,silver,2512,5.97,96,147,669,544,250
cricket,1,32,496,1450,11,5,1,league,silver,58520,0.26,352,754,5459,12345,2592
badminton,3,24,276,450,2,5,0,league,silver,3357,4.47,48,58,847,1362,172
basketball,1,12,66,350,5,2,0,league,bronze,2011,3.48,60,103,463,875,226
basketball,2,8,28,1000,5,4,1,league,silver,5696,2.63,40,59,1919,308,950
football,2,8,28,250,11,5,1,league,platinum,5967,8.38,88,156,691,524,295
football,2,8,28,550,11,4,1,league,gold,7309,3.42,88,173,1250,482,585
cricket,1,6,15,1350,11,5,1,league,gold,31414,0.8,66,133,6018,411,2606
volleyball,2,8,7,550,6,1,1,knockout,bronze,447,15.66,48,66,249,61,136
kabaddi,1,8,7,1050,7,2,0,knockout,gold,3020,8.28,56,89,1238,130,500
cricket,2,12,11,700,11,1,0,knockout,silver,2509,5.98,132,304,460,274,224
cricket,2,8,28,400,11,2,0,league,silver,3720,4.03,88,172,595,492,184
cricket,3,16,120,150,11,2,1,league,platinum,10957,4.56,176,365,158,1920,65
cricket,1,8,28,1200,11,3,0,league,silver,13290,1.13,88,169,2526,920,1766
volleyball,2,20,104,850,6,5,0,league+knockout,gold,6475,3.86,120,169,1958,656,615
volleyball,1,8,28,1150,6,2,0,league,silver,2800,5.36,48,61,1137,311,626
cricket,2,16,120,450,11,3,0,league,bronze,6727,1.04,176,380,785,1976,374
cricket,2,10,45,350,11,2,1,league,silver,4790,3.13,110,241,446,811,152
badminton,2,16,120,200,2,2,1,league,silver,1807,8.3,32,46,182,862,73
cricket,3,20,190,100,11,3,0,league,gold,11770,2.12,220,448,155,2960,92
badminton,2,16,15,450,2,1,0,knockout,platinum,783,63.86,32,51,251,96,92
badminton,2,6,5,400,2,2,1,knockout,silver,692,21.68,12,15,405,33,153
basketball,2,12,11,900,5,1,1,knockout,silver,1283,11.69,60,90,505,102,239
basketball,2,12,11,750,5,1,1,knockout,bronze,832,8.41,60,99,440,83,179
badminton,2,4,3,300,2,1,0,knockout,silver,238,63.03,8,12,129,22,67
volleyball,1,12,11,1500,6,2,1,knockout,silver,2980,5.03,72,87,1610,110,922
basketball,3,6,15,50,5,2,1,league,bronze,299,23.41,30,48,37,97,17
cricket,2,16,67,750,11,6,0,league+knockout,gold,20210,1.24,176,337,2530,1586,1166
kabaddi,3,8,7,300,7,1,1,knockout,silver,417,35.97,56,77,109,40,28
basketball,1,12,11,1200,5,1,0,knockout,platinum,2843,17.59,60,81,855,141,511
football,2,20,104,750,11,5,0,league+knockout,bronze,9605,0.73,220,409,2071,2083,725
volleyball,3,24,149,400,6,4,0,league+knockout,silver,2575,5.83,144,217,583,669,136
basketball,1,16,120,1250,5,3,0,league,silver,8480,1.77,80,109,2277,1381,1615
cricket,2,16,15,650,11,1,1,knockout,bronze,2335,3.0,176,435,435,305,193
football,2,20,104,550,11,4,1,league+knockout,bronze,8218,0.85,220,403,1301,1807,477
kabaddi,2,10,9,650,7,2,0,knockout,bronze,1266,5.53,70,111,788,103,335
basketball,2,8,28,700,5,2,0,league,silver,2257,6.65,40,53,773,219,369
basketball,1,16,15,450,5,1,0,knockout,silver,1151,13.03,80,128,333,237,223
cricket,1,20,190,1150,11,3,1,league,bronze,24825,0.28,220,495,2520,7202,1725
badminton,1,8,28,1350,2,5,1,league,bronze,9394,0.75,16,20,4767,230,3251
cricket,3,12,38,100,11,3,0,league+knockout,bronze,2187,3.2,132,273,153,435,52
volleyball,3,10,45,200,6,3,1,league,silver,962,15.59,60,70,245,213,82
cricket,1,8,28,1650,11,4,1,league,silver,27562,0.54,88,185,5216,1062,3576
basketball,3,16,15,250,5,1,0,knockout,bronze,370,18.92,80,110,105,89,45
cricket,2,10,45,650,11,2,1,league,silver,6344,2.36,110,272,759,837,353
basketball,2,10,45,600,5,3,0,league,gold,3955,6.32,50,77,1084,452,375
kabaddi,1,16,67,950,7,5,1,league+knockout,bronze,11212,0.62,112,188,3271,1196,2409
cricket,2,8,17,750,11,3,0,league+knockout,platinum,11618,4.3,88,193,1649,344,502
badminton,1,16,120,1800,2,3,0,league,bronze,6549,1.07,32,48,3330,999,2059
football,3,16,67,50,11,5,1,league+knockout,bronze,2412,2.9,176,352,107,548,52
kabaddi,3,8,17,100,7,3,0,league+knockout,silver,779,19.26,56,101,137,88,37
football,1,16,120,1350,11,5,1,league,bronze,20259,0.35,176,275,4609,3432,3418
badminton,3,20,19,50,2,2,0,knockout,bronze,168,41.67,40,57,35,78,14
kabaddi,2,8,28,450,7,2,0,league,gold,2513,9.95,56,84,518,313,270
kabaddi,2,16,120,300,7,2,0,league,bronze,2873,2.44,112,201,312,1615,125
football,2,24,276,700,11,4,1,league,silver,17289,0.87,264,497,1645,4474,743
kabaddi,2,12,66,400,7,3,0,league,silver,2979,5.04,84,127,761,606,261
cricket,3,16,15,450,11,2,0,knockout,platinum,3375,14.81,176,376,418,180,100
basketball,3,12,38,100,5,3,0,league+knockout,silver,925,16.22,60,100,107,211,41
cricket,3,20,19,50,11,2,0,knockout,silver,1874,8.0,220,503,49,220,49
kabaddi,2,12,11,450,7,1,0,knockout,silver,792,18.94,84,130,251,96,99
volleyball,1,20,190,1200,6,3,1,league,silver,6916,2.17,120,142,1765,1545,1243
football,2,14,51,300,11,6,1,league+knockout,bronze,6056,1.16,154,303,1142,930,572
kabaddi,1,10,45,1050,7,4,0,league,silver,8222,1.82,70,120,2921,617,1347
badminton,3,10,9,400,2,2,0,knockout,gold,584,42.81,20,28,294,40,85
cricket,2,14,13,750,11,2,0,knockout,bronze,2803,2.5,154,352,982,283,305
cricket,3,16,120,400,11,5,1,league,bronze,6279,1.11,176,375,996,1251,278
volleyball,2,6,5,500,6,1,0,knockout,gold,545,45.87,36,44,240,37,102
badminton,2,16,120,850,2,3,0,league,silver,3652,4.11,32,45,1316,920,392
volleyball,3,20,19,100,6,2,0,knockout,silver,454,33.04,120,168,68,69,53
cricket,1,16,15,500,11,1,0,knockout,silver,2794,5.37,176,333,356,404,283
football,2,8,17,300,11,4,1,league+knockout,bronze,2771,2.53,88,157,654,306,214
basketball,2,12,38,350,5,6,1,league+knockout,gold,4524,5.53,60,78,941,333,401
volleyball,3,32,31,350,6,1,1,knockout,gold,1053,23.74,192,222,133,162,83
badminton,1,16,67,550,2,4,0,league+knockout,silver,4259,3.52,32,43,1342,736,595
badminton,2,8,7,400,2,2,1,knockout,bronze,583,12.01,16,21,406,55,196
volleyball,2,8,7,900,6,1,1,knockout,silver,859,17.46,48,67,438,48,206
kabaddi,2,8,7,800,7,1,1,knockout,silver,1019,14.72,56,84,399,71,148
football,2,12,38,800,11,3,0,league+knockout,platinum,11320,4.42,132,217,1441,706,750
kabaddi,1,8,7,450,7,2,0,knockout,gold,1738,14.38,56,79,576,88,360
badminton,2,8,7,800,2,1,0,knockout,silver,686,21.87,16,24,397,45,204
badminton,1,32,31,1950,2,2,1,knockout,silver,4445,3.37,64,88,2248,271,1298
basketball,2,16,67,950,5,6,0,league+knockout,gold,10900,2.29,80,125,2984,777,926
kabaddi,2,32,31,650,7,2,1,knockout,bronze,1867,3.75,224,367,665,273,323
football,2,16,120,200,11,3,0,league,silver,5297,2.83,176,342,382,1561,155
cricket,1,16,120,1000,11,4,0,league,gold,30399,0.82,176,430,3186,4330,1886
volleyball,3,16,15,50,6,2,1,knockout,silver,369,40.65,96,115,41,71,24
badminton,2,8,17,700,2,4,1,league+knockout,silver,3962,3.79,16,25,1589,141,511
volleyball,1,20,19,1100,6,1,1,knockout,silver,1897,7.91,120,173,713,197,580
volleyball,1,32,31,1800,6,1,1,knockout,silver,2842,5.28,192,260,1173,342,704
badminton,2,16,15,600,2,2,0,knockout,silver,964,15.56,32,46,573,120,193
kabaddi,2,16,67,1000,7,4,1,league+knockout,silver,8752,1.71,112,188,2448,739,714
volleyball,1,4,4,450,6,6,1,league+knockout,gold,5304,4.71,24,32,1550,33,934
football,1,8,28,300,11,5,1,league,bronze,5504,1.27,88,170,1236,798,944
football,3,8,17,150,11,5,1,league+knockout,gold,2874,8.7,88,163,359,202,71
volleyball,1,16,120,350,6,2,0,league,bronze,1870,3.74,96,131,381,1109,227
kabaddi,2,24,149,950,7,4,0,league+knockout,bronze,6434,1.09,168,276,1878,1701,589
football,2,32,31,850,11,2,0,knockout,silver,4446,3.37,352,672,1091,405,444
cricket,1,32,496,1700,11,3,1,league,platinum,108624,0.46,352,840,3945,18434,3037
volleyball,1,24,23,800,6,1,0,knockout,bronze,971,7.21,144,167,461,228,363
cricket,3,8,7,100,11,2,1,knockout,gold,1318,18.97,88,205,97,82,51
football,3,12,66,300,11,4,0,league,bronze,2483,2.82,132,245,496,610,152
volleyball,1,12,66,350,6,5,0,league,silver,3115,4.82,72,84,934,728,611
cricket,3,16,15,500,11,1,0,knockout,silver,2012,7.46,176,419,254,200,69
basketball,1,12,11,450,5,1,0,knockout,gold,1052,23.76,60,84,262,178,148
kabaddi,1,12,66,1500,7,3,0,league,bronze,5816,1.2,84,120,2528,888,1167
volleyball,1,16,67,1950,6,5,0,league+knockout,gold,15351,1.63,96,134,5227,806,2077
volleyball,3,16,120,200,6,5,1,league,silver,1885,7.96,96,123,416,550,127
badminton,1,8,28,900,2,5,1,league,silver,6872,2.18,16,23,2591,216,1699
cricket,2,14,91,950,11,2,1,league,bronze,7606,0.92,154,368,1070,1709,425
cricket,2,14,13,200,11,1,0,knockout,silver,1926,7.79,154,336,130,319,131
basketball,2,14,13,700,5,1,1,knockout,bronze,650,10.77,70,94,309,96,104
football,2,14,13,600,11,2,0,knockout,platinum,3272,15.28,154,246,612,179,263
kabaddi,2,16,120,600,7,3,0,league,gold,6460,3.87,112,193,1123,1323,439
football,3,8,7,250,11,2,1,knockout,silver,1065,14.08,88,143,248,70,85
kabaddi,2,6,9,600,7,6,0,league+knockout,bronze,4484,1.56,42,63,2019,76,1014
badminton,2,24,23,250,2,1,1,knockout,platinum,685,72.99,48,71,118,126,45
kabaddi,2,12,11,400,7,2,1,knockout,gold,1578,15.84,84,145,384,106,220
volleyball,2,12,66,650,6,4,0,league,platinum,4203,11.9,72,93,998,550,472
cricket,2,10,45,800,11,3,0,league,silver,9042,1.66,110,233,1736,908,734
volleyball,1,16,67,1050,6,3,1,league+knockout,silver,5301,2.83,96,134,1515,521,948
basketball,1,10,45,2000,5,4,0,league,bronze,10637,0.66,50,67,5678,653,2687
basketball,2,12,66,950,5,5,1,league,silver,8428,1.78,60,83,2736,593,1375
cricket,2,12,66,750,11,5,1,league,gold,16707,1.5,132,261,2265,1226,1027
cricket,2,16,15,550,11,1,1,knockout,silver,2933,5.11,176,420,365,329,165
cricket,2,16,15,350,11,1,1,knockout,silver,2502,6.0,176,351,232,353,129
football,1,10,26,1850,11,5,0,league+knockout,silver,23780,0.63,110,187,6525,478,2928
football,2,24,276,950,11,4,0,league,silver,19302,0.78,264,484,2231,5763,790
kabaddi,2,20,104,900,7,4,1,league+knockout,silver,9366,1.6,140,221,2087,959,1089
volleyball,2,16,15,700,6,1,0,knockout,gold,1040,24.04,96,146,325,115,194
kabaddi,2,16,67,350,7,5,1,league+knockout,silver,5166,2.9,112,204,826,876,462
kabaddi,1,10,26,800,7,6,0,league+knockout,gold,14187,1.76,70,128,3387,402,2115
badminton,1,12,66,1800,2,5,0,league,gold,15071,1.66,24,31,4822,661,3393
cricket,3,20,190,350,11,2,0,league,bronze,7775,0.9,220,459,319,3141,127
cricket,2,20,19,850,11,2,1,knockout,bronze,3721,1.88,220,460,982,407,392
football,3,24,276,450,11,4,0,league,gold,11196,2.23,264,481,866,2603,209
badminton,2,20,190,500,2,2,0,league,silver,2788,5.38,40,54,543,1146,282
football,3,6,15,250,11,5,1,league,silver,2395,6.26,66,120,574,123,173
volleyball,1,12,66,650,6,5,0,league,bronze,3313,2.11,72,101,1896,525,850
basketball,2,24,276,150,5,5,1,league,bronze,5196,1.35,120,201,360,3132,171
basketball,1,12,11,700,5,1,0,knockout,silver,1145,13.1,60,78,412,151,295
football,1,16,15,1900,11,2,1,knockout,gold,10382,2.41,176,324,2479,405,1560
basketball,1,6,15,1150,5,2,0,league,silver,4488,3.34,30,44,1636,211,970
volleyball,1,16,120,650,6,2,0,league,silver,3077,4.87,96,127,689,1079,408
basketball,2,8,17,550,5,4,0,league+knockout,gold,4133,6.05,40,67,1192,134,422
basketball,2,20,104,850,5,6,1,league+knockout,gold,12011,2.08,100,157,2425,954,1177
basketball,2,8,17,700,5,5,0,league+knockout,silver,5583,2.69,40,61,2113,152,766
football,1,16,15,1150,11,1,0,knockout,gold,4228,5.91,176,336,879,327,537
volleyball,2,32,496,450,6,2,0,league,platinum,8840,5.66,192,240,420,3508,235
kabaddi,2,16,15,150,7,1,1,knockout,bronze,585,11.97,112,155,96,126,91
football,3,8,17,150,11,3,1,league+knockout,silver,1734,8.65,88,149,202,144,83
kabaddi,2,4,6,450,7,4,0,league,bronze,1911,3.66,28,42,1134,53,316
kabaddi,2,16,67,750,7,6,1,league+knockout,platinum,15583,3.21,112,153,2700,825,1197
cricket,2,10,26,750,11,5,1,league+knockout,silver,15949,0.94,110,249,2801,580,1364
volleyball,1,12,11,1700,6,1,0,knockout,gold,2083,12.0,72,83,1011,87,501
volleyball,2,24,276,200,6,2,0,league,bronze,2728,2.57,144,185,192,2214,101
cricket,2,14,91,500,11,4,0,league,silver,11312,1.33,154,388,1437,2085,591
badminton,2,12,11,300,2,1,0,knockout,platinum,508,98.43,24,38,149,72,56
football,3,10,26,50,11,3,1,league+knockout,silver,1867,8.03,110,220,72,286,29
volleyball,3,8,7,400,6,1,1,knockout,gold,452,55.31,48,57,164,36,35
football,1,12,66,500,11,5,0,league,silver,9147,1.64,132,236,2005,1230,914
kabaddi,1,24,23,1450,7,2,0,knockout,silver,4092,3.67,168,307,1759,267,909
kabaddi,2,8,7,1000,7,1,1,knockout,silver,1426,10.52,56,94,558,84,269
basketball,1,12,38,700,5,4,1,league+knockout,platinum,11173,4.48,60,87,2092,621,871
basketball,2,24,23,350,5,1,0,knockout,silver,920,16.3,120,178,159,260,83
kabaddi,1,16,15,1650,7,1,1,knockout,gold,3973,6.29,112,180,1063,191,819
football,2,16,67,250,11,3,0,league+knockout,silver,5127,2.93,176,272,421,1044,292
basketball,3,12,11,250,5,1,1,knockout,silver,446,33.63,60,89,103,67,27
cricket,2,20,190,250,11,5,0,league,silver,13035,1.15,220,518,861,3333,432
football,2,6,15,550,11,2,0,league,silver,2956,5.07,66,134,651,303,306
badminton,3,24,23,350,2,1,0,knockout,silver,386,38.86,48,77,118,108,35
cricket,1,10,45,1000,11,3,0,league,silver,11900,1.26,110,222,1989,1120,1456
cricket,3,24,149,350,11,6,0,league+knockout,bronze,9571,0.73,264,629,1150,2216,315
cricket,3,16,120,350,11,3,1,league,bronze,5346,1.31,176,398,568,1359,118
kabaddi,1,16,15,500,7,2,0,knockout,silver,1990,7.54,112,161,650,285,450
volleyball,1,24,23,1450,6,2,0,knockout,bronze,2229,3.14,144,215,1507,182,1081
volleyball,2,20,104,500,6,6,1,league+knockout,bronze,3742,1.87,120,140,1299,899,567
basketball,1,16,15,1000,5,2,1,knockout,bronze,2583,2.71,80,137,1358,172,927
badminton,2,16,15,450,2,1,0,knockout,platinum,693,72.15,32,45,213,107,65
cricket,2,16,120,700,11,4,1,league,silver,15908,0.94,176,415,1967,2351,936
basketball,2,16,120,450,5,3,0,league,platinum,5535,9.03,80,112,626,1311,248
badminton,2,20,104,800,2,6,0,league+knockout,bronze,4343,1.61,40,49,2102,889,656
basketball,2,10,26,550,5,4,1,league+knockout,platinum,6597,7.58,50,75,1302,287,489
basketball,3,32,263,250,5,5,1,league+knockout,silver,4406,3.4,160,242,430,1214,161
badminton,2,8,17,1000,2,5,0,league+knockout,platinum,8340,6.0,16,24,2389,120,1038
cricket,2,8,28,700,11,5,0,league,silver,10527,1.42,88,175,2285,664,1120
kabaddi,1,10,45,1600,7,4,0,league,gold,17091,1.46,70,115,4743,664,2848
football,3,10,9,350,11,2,1,knockout,silver,1270,11.81,110,183,301,80,82
kabaddi,1,16,120,2000,7,2,1,league,bronze,9126,0.77,112,195,2732,2067,1600
kabaddi,2,8,7,550,7,1,0,knockout,gold,966,25.88,56,91,317,72,108
cricket,1,24,149,1700,11,3,1,league+knockout,gold,44860,0.56,264,537,3355,5225,2104
volleyball,1,8,28,1300,6,2,0,league,silver,3577,4.19,48,60,1376,295,1010
volleyball,2,8,28,650,6,4,1,league,silver,2676,5.61,48,61,1172,208,374
kabaddi,1,20,190,450,7,4,1,league,bronze,6378,1.1,140,213,1117,2323,894
badminton,2,12,11,750,2,2,0,knockout,gold,1496,16.71,24,34,717,80,342
cricket,2,20,19,650,11,2,0,knockout,gold,5238,4.77,220,468,862,309,469
volleyball,2,16,120,300,6,4,0,league,bronze,1714,4.08,96,111,470,930,175
volleyball,2,8,7,250,6,1,1,knockout,gold,464,53.88,48,61,113,49,78
kabaddi,2,6,9,700,7,4,1,league+knockout,gold,6065,4.12,42,69,1445,76,697
badminton,2,16,15,600,2,2,1,knockout,silver,1135,13.22,32,44,537,124,276
basketball,1,6,5,800,5,2,0,knockout,gold,2855,8.76,30,41,1177,80,658
cricket,2,6,5,850,11,2,0,knockout,bronze,2368,2.96,66,154,1051,123,360
volleyball,1,10,45,1250,6,2,0,league,silver,3182,4.71,60,84,1246,440,651
cricket,2,8,28,500,11,3,1,league,silver,5781,2.59,88,202,967,516,351
football,3,16,67,450,11,3,0,league+knockout,gold,6545,3.82,176,286,708,845,237
cricket,1,12,11,650,11,2,1,knockout,silver,5586,2.69,132,325,1109,398,807
cricket,2,16,120,350,11,5,0,league,silver,10080,1.49,176,356,1129,2113,374
cricket,2,6,5,700,11,1,1,knockout,bronze,1597,4.38,66,158,493,133,206
cricket,3,16,120,350,11,2,0,league,bronze,5242,1.34,176,341,372,1849,138
cricket,2,8,17,600,11,6,0,league+knockout,silver,12039,1.25,88,189,2499,390,1149
badminton,1,14,51,800,2,4,0,league+knockout,platinum,8991,5.56,28,36,2265,436,1102
badminton,3,6,5,350,2,2,1,knockout,silver,459,32.68,12,18,298,19,63
kabaddi,3,12,11,100,7,2,0,knockout,bronze,375,18.67,84,149,83,71,30
badminton,1,16,120,750,2,2,0,league,silver,3718,4.03,32,50,1065,1029,578
football,2,10,9,650,11,2,0,knockout,silver,2212,6.78,110,192,685,125,363
football,1,16,15,1550,11,1,1,knockout,bronze,2948,2.37,176,350,957,343,514
badminton,3,24,23,200,2,1,0,knockout,silver,312,48.08,48,76,71,83,34
football,2,24,23,500,11,1,0,knockout,silver,2316,6.48,264,485,274,341,180
badminton,2,12,11,950,2,2,0,knockout,gold,1788,13.98,24,31,992,78,305
basketball,1,8,17,500,5,3,0,league+knockout,gold,3966,6.3,40,60,874,236,570
football,3,12,66,250,11,3,1,league,silver,3298,4.55,132,242,288,686,106
cricket,2,8,17,600,11,5,1,league+knockout,platinum,15276,3.27,88,165,1933,299,774
badminton,2,8,28,850,2,2,1,league,gold,2722,9.18,16,23,906,186,309
volleyball,1,10,9,1150,6,1,0,knockout,gold,1686,14.83,60,87,752,99,422
cricket,3,8,28,250,11,4,0,league,bronze,2189,3.2,88,165,488,330,130
badminton,2,8,7,150,2,2,0,knockout,bronze,206,33.98,16,20,128,53,57
basketball,1,32,31,1750,5,2,0,knockout,silver,5297,2.83,160,234,2335,423,1454
cricket,1,32,31,950,11,1,0,knockout,gold,7636,3.27,352,686,720,879,757
badminton,1,32,496,1050,2,3,0,league,platinum,13831,3.62,64,91,1758,4148,769
kabaddi,2,20,19,250,7,2,0,knockout,gold,1548,16.15,140,198,283,242,169
basketball,1,20,19,1450,5,2,0,knockout,silver,4295,3.49,100,169,1869,199,1398
badminton,3,6,5,300,2,2,0,knockout,gold,449,55.68,12,16,259,21,51
football,1,6,5,1450,11,2,1,knockout,silver,6056,2.48,66,109,2006,106,1318
volleyball,3,16,120,400,6,4,1,league,silver,2018,7.43,96,121,491,537,160
kabaddi,3,8,28,200,7,2,1,league,silver,1125,13.33,56,92,191,223,58
badminton,3,14,51,350,2,5,0,league+knockout,platinum,2316,21.59,28,42,630,180,116
volleyball,1,16,15,1000,6,1,1,knockout,gold,1871,13.36,96,133,587,183,408
cricket,2,10,9,800,11,1,0,knockout,platinum,3132,15.96,110,222,463,212,153
badminton,2,10,9,400,2,2,0,knockout,gold,769,32.51,20,26,384,54,131
basketball,2,20,104,550,5,4,0,league+knockout,bronze,3421,2.05,100,149,986,809,515
volleyball,3,32,263,400,6,3,0,league+knockout,gold,3563,7.02,192,222,440,982,100
basketball,1,20,104,300,5,5,0,league+knockout,gold,7747,3.23,100,129,872,1733,643
basketball,1,16,120,500,5,4,0,league,silver,5696,2.63,80,135,1371,1512,571
basketball,3,8,28,50,5,3,0,league,platinum,887,56.37,40,61,64,196,20
football,3,20,19,300,11,1,0,knockout,platinum,2304,21.7,220,366,150,193,95
kabaddi,1,16,120,850,7,3,1,league,bronze,6243,1.12,112,206,1613,1669,988
volleyball,2,10,9,600,6,2,1,knockout,bronze,918,7.63,60,85,629,70,307
volleyball,2,32,31,750,6,2,0,knockout,bronze,1303,5.37,192,268,698,248,423
volleyball,2,20,19,300,6,1,0,knockout,gold,715,34.97,120,146,120,138,78
football,1,6,15,650,11,3,1,league,silver,6489,2.31,66,122,1583,337,753
football,3,8,28,450,11,5,0,league,bronze,2810,2.49,88,155,1066,337,204
volleyball,3,20,190,250,6,2,1,league,silver,2027,7.4,120,155,161,896,79
football,2,32,31,800,11,2,0,knockout,bronze,3465,2.02,352,570,1062,600,496
football,1,14,91,650,11,3,1,league,silver,10503,1.43,154,249,1470,1683,1075
football,2,16,67,800,11,3,0,league+knockout,gold,11131,2.25,176,344,1611,1000,699
volleyball,3,8,17,350,6,5,0,league+knockout,bronze,1036,6.76,48,56,570,92,172
badminton,3,32,263,200,2,6,1,league+knockout,silver,2960,5.07,64,92,499,961,89
volleyball,1,8,17,1250,6,6,0,league+knockout,bronze,6578,1.06,48,56,3617,192,2043
kabaddi,3,16,120,250,7,3,1,league,silver,2856,5.25,112,187,357,800,118
football,3,24,23,400,11,2,1,knockout,silver,2466,6.08,264,478,341,279,106
basketball,1,32,263,1250,5,3,0,league+knockout,platinum,18756,2.67,160,271,2113,3219,1252
football,2,12,66,500,11,4,0,league,gold,8029,3.11,132,268,1002,1323,447
cricket,2,10,9,750,11,2,1,knockout,silver,4355,3.44,110,216,1102,191,541
cricket,3,20,190,350,11,2,0,league,silver,9567,1.57,220,531,387,2632,167
basketball,2,4,6,250,5,4,1,league,silver,1261,11.9,20,30,441,51,183
football,1,32,263,1900,11,3,0,league+knockout,silver,31041,0.48,352,548,4058,5417,2976
football,1,32,496,950,11,4,0,league,gold,41014,0.61,352,700,2669,10865,1617
volleyball,2,20,19,700,6,1,1,knockout,platinum,1403,35.64,120,165,308,164,122
football,1,8,28,350,11,5,0,league,silver,5399,2.78,88,168,1192,566,652
basketball,1,10,9,700,5,1,0,knockout,gold,1420,17.61,50,65,482,105,286
kabaddi,2,12,66,350,7,3,0,league,gold,3868,6.46,84,128,663,731,304
